Ticker,Name,Exchange,Sector,Market,Currency,Address
EIEL.NS,EIEL.NS,NSI,Industrials,in_market,INR,"Unit No 201, Plot No. B, CSC/OCF-01, Delhi, 110085, India"
EIFFL.NS,Euro India Fresh Foods Limited,NSI,Consumer Defensive,in_market,INR,"4408 Central Tower, Kohinoor Square, Mumbai, 400028, India"
EIHAHOTELS.NS,EIH Associated Hotels Limited,NSI,Consumer Cyclical,in_market,INR,"7, Sham Nath Marg, Delhi, 110054, India"
EIHOTEL.NS,EIH Limited,NSI,Consumer Cyclical,in_market,INR,"7 Shamnath Marg, Delhi, 110054, India"
EIMCOELECO.NS,Eimco Elecon (India) Limited,NSI,Industrials,in_market,INR,"Anand Sojitra Road, Vallabh Vidyanagar, 388120, India"
EIX,Edison International,NYQ,Utilities,us_market,USD,"2244 Walnut Grove Avenue, Rosemead, CA, 91770, United States"
EKC.NS,Everest Kanto Cylinder Limited,NSI,Industrials,in_market,INR,"204, Raheja Centre, Mumbai, 400021, India"
EL,The Estée Lauder Companies Inc.,NYQ,Consumer Defensive,us_market,USD,"767 Fifth Avenue, New York, NY, 10153, United States"
ELDEHSG.NS,Eldeco Housing and Industries Limited,NSI,Real Estate,in_market,INR,"Eldeco Corporate Chamber-1, Lucknow, 226010, India"
ELECON.NS,Elecon Engineering Company Limited,NSI,Industrials,in_market,INR,"Anand-Sojitra Road, Vallabh Vidyanagar, 388120, India"
ELECTCAST.NS,Electrosteel Castings Limited,NSI,Industrials,in_market,INR,"G. K. Tower, Kolkata, 700017, India"
ELECTHERM.NS,Electrotherm (India) Limited,NSI,Basic Materials,in_market,INR,"Survey No. 72, Ahmedabad, 382115, India"
ELGIEQUIP.NS,Elgi Equipments Limited,NSI,Industrials,in_market,INR,"Elgi Industrial Complex, Coimbatore, 641005, India"
ELGIRUBCO.NS,Elgi Rubber Company Limited,NSI,Consumer Cyclical,in_market,INR,"Super A Unit, Coimbatore, 641 021, India"
ELIN.NS,Elin Electronics Limited,NSI,Industrials,in_market,INR,"Elin House, New Delhi, 110002, India"
ELLEN.NS,ELLEN.NS,NSI,Basic Materials,in_market,INR,
ELV,"Elevance Health, Inc.",NYQ,Healthcare,us_market,USD,"220 Virginia Avenue, Indianapolis, IN, 46204, United States"
EMAMILTD.NS,Emami Limited,NSI,Consumer Defensive,in_market,INR,"Emami Tower, Kolkata, 700107, India"
EMAMIPAP.NS,Emami Paper Mills Limited,NSI,Basic Materials,in_market,INR,"687, Anandapur, Kolkata, 700107, India"
EMAMIREAL.NS,Emami Realty Limited,NSI,Real Estate,in_market,INR,
EMBDL.NS,Embassy Developments Limited,NSI,Real Estate,in_market,INR,
EMCURE.NS,EMCURE.NS,NSI,Healthcare,in_market,INR,
EMIL.NS,Electronics Mart India Limited,NSI,Consumer Cyclical,in_market,INR,
EMKAY.NS,Emkay Global Financial Services Limited,NSI,Financial Services,in_market,INR,
EMMBI.NS,Emmbi Industries Limited,NSI,Consumer Cyclical,in_market,INR,
EMN,Eastman Chemical Company,NYQ,Basic Materials,us_market,USD,"200 South Wilcox Drive, Kingsport, TN, 37662, United States"
EMR,Emerson Electric Co.,NYQ,Industrials,us_market,USD,"8027 Forsyth Blvd., Saint Louis, MO, 63105, United States"
EMSLIMITED.NS,EMS Limited,NSI,Industrials,in_market,INR,
EMUDHRA.NS,eMudhra Limited,NSI,Technology,in_market,INR,
ENDURANCE.NS,Endurance Technologies Limited,NSI,Consumer Cyclical,in_market,INR,
ENERGYDEV.NS,Energy Development Company Limited,NSI,Utilities,in_market,INR,
ENGINERSIN.NS,Engineers India Limited,NSI,Industrials,in_market,INR,
ENIL.NS,Entertainment Network (India) Limited,NSI,Communication Services,in_market,INR,
ENPH,"Enphase Energy, Inc.",NGM,Technology,us_market,USD,"47281 Bayside Parkway, Fremont, CA, 94538, United States"
ENRIN.NS,Siemens Energy India Limited,NSI,Utilities,in_market,INR,
ENTERO.NS,Entero Healthcare Solutions Limited,NSI,Healthcare,in_market,INR,
EOG,"EOG Resources, Inc.",NYQ,Energy,us_market,USD,"1111 Bagby Street, Houston, TX, 77002, United States"
EPACK.NS,EPACK Durable Limited,NSI,Consumer Cyclical,in_market,INR,
EPAM,"EPAM Systems, Inc.",NYQ,Technology,us_market,USD,"41 University Drive, Newtown, PA, 18940, United States"
EPIGRAL.NS,Epigral Limited,NSI,Basic Materials,in_market,INR,
EPL.NS,EPL Limited,NSI,Consumer Cyclical,in_market,INR,
EQIX,"Equinix, Inc.",NMS,Real Estate,us_market,USD,"One Lagoon Drive, Redwood City, CA, 94065-1562, United States"
EQR,Equity Residential,NYQ,Real Estate,us_market,USD,"Two North Riverside Plaza, Chicago, IL, 60606-2609, United States"
EQT,EQT Corporation,NYQ,Energy,us_market,USD,"625 Liberty Avenue, Pittsburgh, PA, 15222, United States"
EQUIPPP.NS,Equippp Social Impact Technologies Limited,NSI,Basic Materials,in_market,INR,
EQUITASBNK.NS,Equitas Small Finance Bank Limited,NSI,Financial Services,in_market,INR,
ERIE,Erie Indemnity Company,NMS,Financial Services,us_market,USD,"100 Erie Insurance Place, Erie, PA, 16530, United States"
ERIS.NS,Eris Lifesciences Limited,NSI,Healthcare,in_market,INR,
ES,Eversource Energy,NYQ,Utilities,us_market,USD,"300 Cadwell Drive, Springfield, MA, 01104, United States"
ESABINDIA.NS,ESAB India Limited,NSI,Industrials,in_market,INR,
ESAFSFB.NS,ESAF Small Finance Bank,NSI,Financial Services,in_market,INR,
ESCORTS.NS,Escorts Kubota Limited,NSI,Industrials,in_market,INR,
ESS,"Essex Property Trust, Inc.",NYQ,Real Estate,us_market,USD,"1100 Park Place, San Mateo, CA, 94403, United States"
ESSARSHPNG.NS,Essar Shipping Limited,NSI,Industrials,in_market,INR,
ESSENTIA.NS,Integra Essentia Limited,NSI,Consumer Defensive,in_market,INR,
ESTER.NS,Ester Industries Limited,NSI,Basic Materials,in_market,INR,
ETERNAL.NS,Eternal Limited,NSI,Consumer Cyclical,in_market,INR,
ETHOSLTD.NS,Ethos Limited,NSI,Consumer Cyclical,in_market,INR,
ETN,Eaton Corporation plc,NYQ,Industrials,us_market,USD,"Eaton House, Dublin, D04 Y0C2, Ireland"
ETR,Entergy Corporation,NYQ,Utilities,us_market,USD,"639 Loyola Avenue, New Orleans, LA, 70113, United States"
EUREKAFORB.NS,Eureka Forbes Limited,NSI,Consumer Cyclical,in_market,INR,
EUROBOND.NS,EUROBOND.NS,NSI,Industrials,in_market,INR,
EUROTEXIND.NS,Eurotex Industries and Exports Limited,NSI,Real Estate,in_market,INR,
EVEREADY.NS,Eveready Industries India Limited,NSI,Industrials,in_market,INR,
EVERESTIND.NS,Everest Industries Limited,NSI,Industrials,in_market,INR,
EVRG,"Evergy, Inc.",NMS,Utilities,us_market,USD,"1200 Main Street, Kansas City, MO, 64105, United States"
EW,Edwards Lifesciences Corporation,NYQ,Healthcare,us_market,USD,"One Edwards Way, Irvine, CA, 92614, United States"
EXC,Exelon Corporation,NMS,Utilities,us_market,USD,"10 South Dearborn Street, Chicago, IL, 60680-5379, United States"
EXCEL.NS,Excel Realty N Infra Limited,NSI,Industrials,in_market,INR,
EXCELINDUS.NS,Excel Industries Limited,NSI,Basic Materials,in_market,INR,
EXE,Expand Energy Corporation,NMS,Energy,us_market,USD,"6100 North Western Avenue, Oklahoma City, OK, 73118, United States"
EXICOM.NS,Exicom Tele-Systems Limited,NSI,Industrials,in_market,INR,
EXIDEIND.NS,Exide Industries Limited,NSI,Consumer Cyclical,in_market,INR,
EXPD,"Expeditors International of Washington, Inc.",NYQ,Industrials,us_market,USD,"Sterling Plaza 2, Bellevue, WA, 98006, United States"
EXPE,"Expedia Group, Inc.",NMS,Consumer Cyclical,us_market,USD,"1111 Expedia Group Way West, Seattle, WA, 98119, United States"
EXPLEOSOL.NS,Expleo Solutions Limited,NSI,Technology,in_market,INR,
EXR,Extra Space Storage Inc.,NYQ,Real Estate,us_market,USD,"2795 East Cottonwood Parkway, Salt Lake City, UT, 84121-7033, United States"
EXXARO.NS,Exxaro Tiles Limited,NSI,Industrials,in_market,INR,
F,Ford Motor Company,NYQ,Consumer Cyclical,us_market,USD,"One American Road, Dearborn, MI, 48126, United States"
FACT.NS,The Fertilisers and Chemicals Travancore Limited,NSI,Basic Materials,in_market,INR,
FAIRCHEMOR.NS,Fairchem Organics Limited,NSI,Basic Materials,in_market,INR,
FANG,"Diamondback Energy, Inc.",NMS,Energy,us_market,USD,"500 West Texas Avenue, Midland, TX, 79701, United States"
FAST,Fastenal Company,NMS,Industrials,us_market,USD,"2001 Theurer Boulevard, Winona, MN, 55987-1500, United States"
FAZE3Q.NS,Faze Three Limited,NSI,Consumer Cyclical,in_market,INR,
FCL.NS,Fineotex Chemical Limited,NSI,Basic Materials,in_market,INR,
FCONSUMER.NS,Future Consumer Limited,NSI,Consumer Defensive,in_market,INR,
FCSSOFT.NS,FCS Software Solutions Limited,NSI,Technology,in_market,INR,
FCX,Freeport-McMoRan Inc.,NYQ,Basic Materials,us_market,USD,"333 North Central Avenue, Phoenix, AZ, 85004-2189, United States"
FDC.NS,FDC Limited,NSI,Healthcare,in_market,INR,
FDS,FactSet Research Systems Inc.,NYQ,Financial Services,us_market,USD,"45 Glover Avenue, Norwalk, CT, 06850, United States"
FDX,FedEx Corporation,NYQ,Industrials,us_market,USD,"942 South Shady Grove Road, Memphis, TN, 38120, United States"
FE,FirstEnergy Corp.,NYQ,Utilities,us_market,USD,"76 South Main Street, Akron, OH, 44308, United States"
FEDERALBNK.NS,The Federal Bank Limited,NSI,Financial Services,in_market,INR,
FEDFINA.NS,Fedbank Financial Services Limited,NSI,Financial Services,in_market,INR,
FEL.NS,Future Enterprises Limited,NSI,Consumer Cyclical,in_market,INR,
FELDVR.NS,Future Enterprises Limited,NSI,Consumer Cyclical,in_market,INR,
FFIV,"F5, Inc.",NMS,Technology,us_market,USD,"801 5th Avenue, Seattle, WA, 98104, United States"
FI,"Fiserv, Inc.",NYQ,Technology,us_market,USD,"600 N. Vel R. Phillips Avenue, Milwaukee, WI, 53203, United States"
FIBERWEB.NS,Fiberweb (India) Limited,NSI,Consumer Cyclical,in_market,INR,
FICO,Fair Isaac Corporation,NYQ,Technology,us_market,USD,"5 West Mendenhall, Bozeman, MT, 59715, United States"
FIEMIND.NS,Fiem Industries Limited,NSI,Consumer Cyclical,in_market,INR,
FILATEX.NS,Filatex India Limited,NSI,Consumer Cyclical,in_market,INR,
FILATFASH.NS,Filatex Fashions Limited,NSI,Consumer Cyclical,in_market,INR,
FINCABLES.NS,Finolex Cables Limited,NSI,Industrials,in_market,INR,
FINEORG.NS,Fine Organic Industries Limited,NSI,Basic Materials,in_market,INR,
FINOPB.NS,Fino Payments Bank Limited,NSI,Financial Services,in_market,INR,"Mindspace Juinagar, Tower 1, Plot No. Gen 2/1/F, Navi Mumbai, 400706, India"
FINPIPE.NS,Finolex Industries Limited,NSI,Industrials,in_market,INR,"IndiQube - The Kode, S. No. 134, Pune, 411045, India"
FIRSTCRY.NS,FIRSTCRY.NS,NSI,Consumer Cyclical,in_market,INR,
FIS,"Fidelity National Information Services, Inc.",NYQ,Technology,us_market,USD,"347 Riverside Avenue, Jacksonville, FL, 32202, United States"
FISCHER.NS,Fischer Medical Ventures Limited,NSI,Healthcare,in_market,INR,"Prestige Palladium Bayan, Chennai, 600006, India"
FITB,Fifth Third Bancorp,NMS,Financial Services,us_market,USD,"38 Fountain Square Plaza, Cincinnati, OH, 45263, United States"
FIVESTAR.NS,Five-Star Business Finance Limited,NSI,Financial Services,in_market,INR,"New No. 27, Chennai, 600010, India"
FLAIR.NS,FLAIR.NS,NSI,Industrials,in_market,INR,"63 B/C, Government Industrial Estate, Mumbai, 400067, India"
FLEXITUFF.NS,Flexituff Ventures International Limited,NSI,Consumer Cyclical,in_market,INR,"C-41 - 50, Special Economic Zone, Pithampur, 454775, India"
FLFL.NS,Future Lifestyle Fashions Limited,NSI,Consumer Cyclical,in_market,INR,"Future Retail Home Office, Mumbai, 400083, India"
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,NSI,Basic Materials,in_market,INR,"INOX Towers, Noida, 201301, India"
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,NSI,Consumer Cyclical,in_market,INR,"Paras Twin Towers, Gurugram, 122002, India"
FMNL.NS,Future Market Networks Limited,NSI,Real Estate,in_market,INR,"Umang Tower, Mumbai, 400064, India"
FOCUS.NS,Focus Lighting and Fixtures Limited,NSI,Consumer Cyclical,in_market,INR,"1007-1010, Corporate Avenue, Wing A, Mumbai, 400063, India"
FOODSIN.NS,Foods and Inns Limited,NSI,Consumer Defensive,in_market,INR,"Hamilton House, Mumbai, 400038, India"
FORCEMOT.NS,Force Motors Limited,NSI,Consumer Cyclical,in_market,INR,"Mumbai-Pune Road, Pune, 411035, India"
FORTIS.NS,Fortis Healthcare Limited,NSI,Healthcare,in_market,INR,"Tower A, Gurugram, 122001, India"
FOSECOIND.NS,Foseco India Limited,NSI,Basic Materials,in_market,INR,"Gat No. 922 and 923, Pune, 412208, India"
FOX,Fox Corporation,NMS,Communication Services,us_market,USD,"1211 Avenue of the Americas, New York, NY, 10036, United States"
FOXA,Fox Corporation,NMS,Communication Services,us_market,USD,"1211 Avenue of the Americas, New York, NY, 10036, United States"
FRT,Federal Realty Investment Trust,NYQ,Real Estate,us_market,USD,"909 Rose Avenue, North Bethesda, MD, 20852-4041, United States"
FSC.NS,Future Supply Chain Solutions Limited,NSI,Industrials,in_market,INR,"Sobo Central Mall, Mumbai, 400034, India"
FSL.NS,Firstsource Solutions Limited,NSI,Technology,in_market,INR,"Athena Towers, Mumbai, 400063, India"
FSLR,"First Solar, Inc.",NMS,Technology,us_market,USD,"350 West Washington Street, Tempe, AZ, 85288, United States"
FTNT,"Fortinet, Inc.",NMS,Technology,us_market,USD,"909 Kifer Road, Sunnyvale, CA, 94086, United States"
FTV,Fortive Corporation,NYQ,Technology,us_market,USD,"6920 Seaway Boulevard, Everett, WA, 98203, United States"
FUSION.NS,Fusion Finance Limited,NSI,Financial Services,in_market,INR,"Institutional Sector–32, Gurugram, 122001, India"
GABRIEL.NS,Gabriel India Limited,NSI,Consumer Cyclical,in_market,INR,"29th Milestone, Pune, 410501, India"
GAEL.NS,Gujarat Ambuja Exports Limited,NSI,Consumer Defensive,in_market,INR,"Ambuja Tower, Ahmedabad, 380054, India"
GAIL.NS,GAIL (India) Limited,NSI,Utilities,in_market,INR,"GAIL Bhawan, New Delhi, 110066, India"
GALAPREC.NS,GALAPREC.NS,NSI,Industrials,in_market,INR,"A-801, Thane One DIL Complex, Thane, 400610, India"
GALAXYSURF.NS,Galaxy Surfactants Limited,NSI,Basic Materials,in_market,INR,"C-49/2, TTC Industrial Area, Navi Mumbai, 400703, India"
GALLANTT.NS,Gallantt Ispat Limited,NSI,Basic Materials,in_market,INR,"Gorakhpur Industrial DeveloPment Authority (GIDA), Gorakhpur, 273209, India"
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,NSI,Energy,in_market,INR,"DLH Park, Mumbai, 400062, India"
GANDHITUBE.NS,Gandhi Special Tubes Limited,NSI,Industrials,in_market,INR,"201-204, Plaza, Mumbai, 400007, India"
GANECOS.NS,Ganesha Ecosphere Limited,NSI,Consumer Cyclical,in_market,INR,"113/216-B, Swaroop Nagar, Kanpur, 208002, India"
GANESHBE.NS,Ganesh Benzoplast Limited,NSI,Basic Materials,in_market,INR,"C 501/502, Lotus Corporate Park, Mumbai, 400063, India"
GANESHHOU.NS,GANESHHOU.NS,NSI,N/A,in_market,INR,
GANGAFORGE.NS,Ganga Forging Limited,NSI,Industrials,in_market,INR,"Survey No. 55/1 P6/P1/P1, Rajkot, 360311, India"
GANGESSECU.NS,Ganges Securities Limited,NSI,Consumer Defensive,in_market,INR,"Birla Building, Kolkata, 700001, India"
GARFIBRES.NS,Garware Technical Fibres Limited,NSI,Consumer Cyclical,in_market,INR,"Plot No. 11, Block D-1, Pune, 411019, India"
GARUDA.NS,GARUDA.NS,NSI,Industrials,in_market,INR,"Fortune 2000 C -3 Block, Mumbai, 400051, India"
GATECH.NS,GACM Technologies Limited,NSI,Financial Services,in_market,INR,"KURA Towers, Hyderabad, 500016, India"
GATECHDVR.NS,GACM Technologies Limited,NSI,Financial Services,in_market,INR,"KURA Towers, Hyderabad, 500016, India"
GATEWAY.NS,Gateway Distriparks Limited,NSI,Industrials,in_market,INR,"Prius Platinum, New Delhi, 110017, India"
GAYAHWS.NS,Gayatri Highways Limited,NSI,Industrials,in_market,INR,"A Block, TSR Towers, Hyderabad, 500082, India"
GAYAPROJ.NS,Gayatri Projects Limited,NSI,Industrials,in_market,INR,"T.S.R. Towers, Hyderabad, 500082, India"
GCSL.NS,Gretex Corporate Services Limited,NSI,Financial Services,in_market,INR,"G- block, Bandra Kurla Complex, Mumbai, 400 051, India"
GD,General Dynamics Corporation,NYQ,Industrials,us_market,USD,"11011 Sunset Hills Road, Reston, VA, 20190, United States"
GDDY,GoDaddy Inc.,NYQ,Technology,us_market,USD,"100 S. Mill Ave, Tempe, AZ, 85281, United States"
GE,GE Aerospace,NYQ,Industrials,us_market,USD,"1 Neumann Way, Evendale, OH, 45215, United States"
GEECEE.NS,GeeCee Ventures Limited,NSI,Real Estate,in_market,INR,"209-210, Arcadia Building, Mumbai, 400021, India"
GEEKAYWIRE.NS,Geekay Wires Limited,NSI,Industrials,in_market,INR,"11-70/5, G.P. Complex, Hyderabad, 500018, India"
GEHC,GE HealthCare Technologies Inc.,NMS,Healthcare,us_market,USD,"500 West Monroe Street, Chicago, IL, 60661, United States"
GEMAROMA.NS,GEMAROMA.NS,NSI,Basic Materials,in_market,INR,"A/410, Kailash Industrial Complex, Mumbai, 400 079, India"
GEN,Gen Digital Inc.,NMS,Technology,us_market,USD,"60 East Rio Salado Parkway, Tempe, AZ, 85281, United States"
GENCON.NS,Generic Engineering Construction and Projects Limited,NSI,Industrials,in_market,INR,"201 & 202, Fitwell House, Mumbai, 400083, India"
GENESYS.NS,Genesys International Corporation Limited,NSI,Technology,in_market,INR,"73-A SDF III, Mumbai, 400096, India"
GENSOL.NS,Gensol Engineering Limited,NSI,Technology,in_market,INR,"Westgate Business Bay, Ahmedabad, 380051, India"
GENUSPAPER.NS,Genus Paper & Boards Limited,NSI,Basic Materials,in_market,INR,"D-116, Okhla Industrial Area, New Delhi, 110020, India"
GENUSPOWER.NS,Genus Power Infrastructures Limited,NSI,Industrials,in_market,INR,"SPL-3, RIICO Industrial Area, Jaipur, 302022, India"
GEOJITFSL.NS,Geojit Financial Services Limited,NSI,Financial Services,in_market,INR,"34/659-P, Civil Line Road, Kochi, 682024, India"
GESHIP.NS,The Great Eastern Shipping Company Limited,NSI,Industrials,in_market,INR,"Ocean House, Mumbai, 400018, India"
GEV,GE Vernova Inc.,NYQ,Industrials,us_market,USD,"58 Charles Street, Cambridge, MA, 02141, United States"
GFLLIMITED.NS,GFL Limited,NSI,Financial Services,in_market,INR,"Ceejay House, Mumbai, 400018, India"
GFSTEELS.NS,Grand Foundry Limited,NSI,Basic Materials,in_market,INR,"Office No. 302, Cabin No.1, Mumbai, 400093, India"
GHCL.NS,GHCL Limited,NSI,Basic Materials,in_market,INR,"GHCL House, Noida, 201301, India"
GHCLTEXTIL.NS,GHCL Textiles Limited,NSI,Consumer Cyclical,in_market,INR,"GHCL House, Noida, 201301, India"
GICHSGFIN.NS,GIC Housing Finance Limited,NSI,Financial Services,in_market,INR,"National Insurance Building, Mumbai, 400020, India"
GICRE.NS,General Insurance Corporation of India,NSI,Financial Services,in_market,INR,"Suraksha, Mumbai, 400020, India"
GILD,"Gilead Sciences, Inc.",NMS,Healthcare,us_market,USD,"333 Lakeside Drive, Foster City, CA, 94404, United States"
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,NSI,Consumer Defensive,in_market,INR,"C-4, Gillander House, Kolkata, 700001, India"
GILLETTE.NS,Gillette India Limited,NSI,Consumer Defensive,in_market,INR,"P&G Plaza, Mumbai, 400099, India"
GINNIFILA.NS,Ginni Filaments Limited,NSI,Consumer Cyclical,in_market,INR,"D-196, Sector – 63, Noida, 201307, India"
GIPCL.NS,Gujarat Industries Power Company Limited,NSI,Utilities,in_market,INR,"P.O. Ranoli, Vadodara, 391350, India"
GIS,"General Mills, Inc.",NYQ,Consumer Defensive,us_market,USD,"Number One General Mills Boulevard, Minneapolis, MN, 55426, United States"
GKWLIMITED.NS,GKW Limited,NSI,Industrials,in_market,INR,"Administrative Building, Howrah, 711103, India"
GL,Globe Life Inc.,NYQ,Financial Services,us_market,USD,"3700 South Stonebridge Drive, McKinney, TX, 75070-8080, United States"
GLAND.NS,Gland Pharma Limited,NSI,Healthcare,in_market,INR,"Plot No. 11 & 84, TSIIC Phase: IV, Hyderabad, 502307, India"
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,NSI,Healthcare,in_market,INR,"GSK House, Mumbai, 400030, India"
GLENMARK.NS,Glenmark Pharmaceuticals Limited,NSI,Healthcare,in_market,INR,"Glenmark House, Mumbai, 400099, India"
GLFL.NS,Gujarat Lease Financing Limited,NSI,Financial Services,in_market,INR,"Hasubhai Chambers, Ahmedabad, 380006, India"
GLOBAL.NS,Global Education Limited,NSI,Consumer Defensive,in_market,INR,"Usha Complex, Nagpur, 440001, India"
GLOBALE.NS,Globale Tessile Limited,NSI,Consumer Cyclical,in_market,INR,"Mahalaxmi House YSL Avenue, Ahmedabad, 380015, India"
GLOBALVECT.NS,Global Vectra Helicorp Limited,NSI,Industrials,in_market,INR,"Hanger No - C - He / Hf, Mumbai, 400056, India"
GLOBE.NS,Globe Textiles (India) Limited,NSI,Consumer Cyclical,in_market,INR,"Ahmedabad Apparel Park, Ahmedabad, 380008, India"
GLOBECIVIL.NS,GLOBECIVIL.NS,NSI,Industrials,in_market,INR,"D-40, Okhla Industrial Area, New Delhi, 110020, India"
GLOBUSSPR.NS,Globus Spirits Limited,NSI,Consumer Defensive,in_market,INR,"The Mira Corporate Suites, New Delhi, 110065, India"
GLOSTERLTD.NS,Gloster Limited,NSI,Consumer Cyclical,in_market,INR,"21, Strand Road, Kolkata, 700 001, India"
GLW,Corning Incorporated,NYQ,Technology,us_market,USD,"One Riverfront Plaza, Corning, NY, 14831, United States"
GM,General Motors Company,NYQ,Consumer Cyclical,us_market,USD,"300 Renaissance Center, Detroit, MI, 48265-3000, United States"
GMBREW.NS,G.M. Breweries Limited,NSI,Consumer Defensive,in_market,INR,"Ganesh Niwas, Ground Floor, Mumbai, 400025, India"
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,NSI,Energy,in_market,INR,"Khanij Bhavan, Ahmedabad, 380052, India"
GMMPFAUDLR.NS,GMM Pfaudler Limited,NSI,Industrials,in_market,INR,"Commercial Tower 1, Mumbai, 400037, India"
GMRAIRPORT.NS,GMR Airports Limited,NSI,Industrials,in_market,INR,"New Udaan Bhawan, New Delhi, 110 037, India"
GMRP&UI.NS,GMR Power And Urban Infra Limited,NSI,Energy,in_market,INR,"New Udaan Bhawan Complex, New Delhi, 110037, India"
GNA.NS,G N A Axles Limited,NSI,Consumer Cyclical,in_market,INR,"VPO Mehtiana, Hoshiarpur, 146001, India"
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,NSI,Basic Materials,in_market,INR,"P.O. Narmadanagar, Bharuch, 392015, India"
GNRC,Generac Holdings Inc.,NYQ,Industrials,us_market,USD,"S45 W29290 Highway 59, Waukesha, WI, 53189, United States"
GOACARBON.NS,Goa Carbon Limited,NSI,Basic Materials,in_market,INR,"Dempo House, Panaji, 403001, India"
GOCLCORP.NS,GOCL Corporation Limited,NSI,Basic Materials,in_market,INR,"IDL Road, Hyderabad, 500072, India"
GOCOLORS.NS,Go Fashion (India) Limited,NSI,Consumer Cyclical,in_market,INR,"No. 43/20, Nungambakkam High Road, Chennai, 600034, India"
GODAVARIB.NS,GODAVARIB.NS,NSI,Basic Materials,in_market,INR,"Somaiya Bhavan, Mumbai, 400001, India"
GODFRYPHLP.NS,Godfrey Phillips India Limited,NSI,Consumer Defensive,in_market,INR,"Omaxe Square, New Delhi, 110025, India"
GODHA.NS,Godha Cabcon & Insulation Limited,NSI,Industrials,in_market,INR,"No. 36-D, Industrial Area, Indore, 452 006, India"
GODIGIT.NS,GODIGIT.NS,NSI,Financial Services,in_market,INR,"Atlantis, 95, Bengaluru, 560095, India"
GODREJAGRO.NS,Godrej Agrovet Limited,NSI,Consumer Defensive,in_market,INR,"Godrej One, Mumbai, 400079, India"
GODREJCP.NS,Godrej Consumer Products Limited,NSI,Consumer Defensive,in_market,INR,"Godrej One, Mumbai, 400079, India"
GODREJIND.NS,Godrej Industries Limited,NSI,Industrials,in_market,INR,"Godrej One, Mumbai, 400079, India"
GODREJPROP.NS,Godrej Properties Limited,NSI,Real Estate,in_market,INR,"Godrej One, Mumbai, 400079, India"
GOENKA.NS,Goenka Diamond and Jewels Limited,NSI,Consumer Cyclical,in_market,INR,"1305, Panchratna Building, Mumbai, 400 004, India"
GOKEX.NS,Gokaldas Exports Limited,NSI,Consumer Cyclical,in_market,INR,"No. 25, Second Cross, Bengaluru, 560022, India"
GOKUL.NS,Gokul Refoils & Solvent Limited,NSI,Consumer Defensive,in_market,INR,"Office No. 501, Gokul Pratham, Ahmedabad, 382424, India"
GOKULAGRO.NS,Gokul Agro Resources Limited,NSI,Consumer Defensive,in_market,INR,"Crown-3, Ahmedabad, 382421, India"
GOLDENTOBC.NS,Golden Tobacco Limited,NSI,Consumer Defensive,in_market,INR,"At Darjipura, Vadodara, 390022, India"
GOLDIAM.NS,Goldiam International Limited,NSI,Consumer Cyclical,in_market,INR,"Gems & Jewellery Complex, Mumbai, 400096, India"
GOLDTECH.NS,AION-TECH Solutions Limited,NSI,Technology,in_market,INR,"My Home Hub, Block No. I, Hyderabad, 500081, India"
GOODLUCK.NS,Goodluck India Limited,NSI,Basic Materials,in_market,INR,"Good Luck House, Ghaziabad, 201001, India"
GOOG,Alphabet Inc.,NMS,Communication Services,us_market,USD,"1600 Amphitheatre Parkway, Mountain View, CA, 94043, United States"
GOOGL,Alphabet Inc.,NMS,Communication Services,us_market,USD,"1600 Amphitheatre Parkway, Mountain View, CA, 94043, United States"
GOPAL.NS,Gopal Snacks Limited,NSI,Consumer Defensive,in_market,INR,"Plot Nos. G2322, G2323 and G2324, Rajkot, 360021, India"
GOYALALUM.NS,Goyal Aluminiums Limited,NSI,Basic Materials,in_market,INR,"2814/6, Chuna Mandi, New Delhi, 110055, India"
GPC,Genuine Parts Company,NYQ,Consumer Cyclical,us_market,USD,"2999 Wildwood Parkway, Atlanta, GA, 30339, United States"
GPIL.NS,Godawari Power & Ispat Limited,NSI,Basic Materials,in_market,INR,"Industrial Area, Raipur, 493111, India"
GPN,Global Payments Inc.,NYQ,Industrials,us_market,USD,"3550 Lenox Road, Atlanta, GA, 30326, United States"
GPPL.NS,Gujarat Pipavav Port Limited,NSI,Industrials,in_market,INR,"504, Godrej Two, Mumbai, 400079, India"
GPTHEALTH.NS,GPT Healthcare Limited,NSI,Healthcare,in_market,INR,"GPT Centre, Kolkata, 700106, India"
GPTINFRA.NS,GPT Infraprojects Limited,NSI,Industrials,in_market,INR,"GPT Centre, Kolkata, 700106, India"
GRANULES.NS,Granules India Limited,NSI,Healthcare,in_market,INR,"Granules Tower, Hyderabad, 500084, India"
GRAPHITE.NS,Graphite India Limited,NSI,Industrials,in_market,INR,"31, Chowringhee Road, Kolkata, 700016, India"
GRASIM.NS,Grasim Industries Limited,NSI,Basic Materials,in_market,INR,"Aditya Birla Centre, Mumbai, 400030, India"
